"","node","time","lam1","lam2","mu1","mu2","index"
"38",825,30.7853,1.10099,-0.0907557,0,0,38
"39",311,30.8513,0.623792,-0.0474422,0,0,39
"40",33,30.8996,0.062218,-0.0231517,0,0,40
"41",339,30.9588,2.6532,-0.0221116,0,0,41
"42",258,31.0161,2.44864,-0.0819811,0,0,42
"43",774,31.0284,0.0789524,-0.054888,0,0,43
"44",1258,31.101,0.434277,0.0035354,0,0,44
"45",447,31.1231,0.913123,-0.00688551,0,0,45
"46",756,31.1268,0.786442,0.0842643,0,0,46
"47",48,31.14715,0.5673365,-0.01872955,0,0,47
"48",794,31.1745,0.106955,-0.0409497,0,0,48
"49",1368,31.1887,0.665181,0.0940978,0,0,49
"50",401,31.2033,1.20184255,0.0162468,0,0,50
"51",46,31.3818,0.802327,0.0277725,0,0,51
"52",417,31.4124,0.868592,-0.0409417,0,0,52
"53",996,31.4222,0.7439,-0.0182972,0,0,53
"54",106,31.42735,0.6414655,0.000860699999999999,0,0,54
"55",1284,31.4357,1.4402,0.101369,0,0,55
"56",1044,31.4941,4.0988,-0.0993268,0,0,56
"57",19,31.4986,0.471069,-0.0668038,0,0,57
"58",1385,31.5896,1.00528,0.060457,0,0,58
"59",1082,31.6637,0.151935,0.0484455,0,0,59
"60",746,31.6667,0.263702,-0.0592059,0,0,60
"61",1243,31.7823,0.619669,-0.026978,0,0,61
"62",1202,31.80495,1.4048755,-0.0005024,0,0,62
"63",965,31.8401,0.383267,0.00489361,0,0,63
"64",112,32.10065,1.515696,-0.0493989,0,0,64
"65",420,32.1241,1.38717,-0.0247784,0,0,65
"66",330,32.1553,0.9652845,0.0138396805,0,0,66
"67",209,32.1561,1.5679,-0.053399,0,0,67
"68",385,32.2574,0.773306,-0.0339979,0,0,68
"69",265,32.26175,0.8900465,0.0217254,0,0,69
"70",1392,32.268,0.435908,0.043085,0,0,70
"71",1264,32.327,0.848997,-0.046196,0,0,71
"72",1030,32.3512,1.59624,0.0606132,0,0,72
"73",785,32.3551,0.24727,-0.0422727,0,0,73
"74",949,32.378,0.200524,-0.0109579,0,0,74
"75",21,32.38945,0.6099035,-0.0065576,0,0,75
"76",253,32.3933,0.413268,-0.0138223,0,0,76
"77",194,32.4336,1.57231,-0.0519928,0,0,77
"78",47,32.481,0.19107,0.0182116,0,0,78
"79",1225,32.4901,5.54963,0.00173227,0,0,79
"80",1266,32.4972,0.72415,-0.012044,0,0,80
"81",620,32.4987,0.13508,-0.00137441,0,0,81
"82",861,32.5106,0.609951,0.000311061,0,0,82
"83",594,32.5836,0.324257,0.0950677,0,0,83
"84",1319,32.6475,0.410916,-0.0895204,0,0,84
"85",1326,32.6907,1.46895,-0.00894846,0,0,85
"86",924,32.6953,0.214996,0.00267737,0,0,86
"87",236,32.7109,0.772506,0.109715,0,0,87
"88",790,32.7203,1.40908,-0.0325761,0,0,88
"89",600,32.7427,0.745296,0.0554501,0,0,89
"90",413,32.8338,3.24186,0.0121349,0,0,90
"91",448,32.8372,1.33106,0.0167952,0,0,91
"92",1275,32.853,1.24877,-0.0493447,0,0,92
"93",484,32.874,0.652227,-0.109582,0,0,93
"94",144,32.9184,0.902636,-0.0350745,0,0,94
"95",331,32.9238,0.663579,0.0538282,0,0,95
"96",840,32.964,0.0503348,-0.0175553,0,0,96
"97",268,33.0121,0.810078,0.072713,0,0,97
"98",530,33.028,0.112832,-0.0544191,0,0,98
"99",104,33.0662,0.884804,0.0636732,0,0,99
"100",1323,33.0901,0.135496,-0.0200263,0,0,100
"101",956,33.0957,1.46836,0.0523742,0,0,101
"102",217,33.1431,0.431235,0.0403506,0,0,102
"103",1400,33.1604,0.0341807,0.00122403,0,0,103
"104",636,33.2209,0.624276,-0.0521301,0,0,104
"105",864,33.2908,1.76354,-0.00139652,0,0,105
"106",997,33.32,2.59303,-0.0298154,0,0,106
"107",383,33.3213,1.506365,0.000438399999999999,0,0,107
"108",595,33.3389,0.0478852,-0.0103725,0,0,108
"109",446,33.3516,1.80191,0.0260161,0,0,109
"110",283,33.3519,0.73544,0.0629603,0,0,110
"111",108,33.3644,4.14208,-0.101786,0,0,111
"112",307,33.3698,1.56488,-0.0159279,0,0,112
"113",569,33.3709,0.202361,0.00675227,0,0,113
"114",110,33.3745,0.130323,-0.0262375,0,0,114
"115",36,33.3861,0.94704,-0.00739643,0,0,115
"116",371,33.3915,0.828948,0.00359748,0,0,116
"117",605,33.4144,2.40583,-0.00149277,0,0,117
"118",670,33.422,0.340309,0.0418818,0,0,118
"119",1280,33.4636,0.16557,-0.0951019,0,0,119
"120",210,33.464,0.0261354,-0.0324542,0,0,120
"121",458,33.4651,0.826359,-0.000972832,0,0,121
"122",49,33.4998,0.421232,-0.053676,0,0,122
"123",378,33.5291,1.63538,0.0568577,0,0,123
"124",705,33.5573,2.22367,-0.0511807,0,0,124
"125",1360,33.5763,4.39771,-0.0288131,0,0,125
"126",499,33.5808,0.719781,-0.02706445,0,0,126
"127",376,33.5835,1.76525,0.0384756,0,0,127
"128",267,33.5954,1.3078,0.0143332,0,0,128
"129",1011,33.6267,0.931571,0.0118317,0,0,129
"130",626,33.6911,0.873413,-0.0357708,0,0,130
"131",647,33.7187,1.00601,-0.0204778,0,0,131
"132",107,33.7227,0.390663,-0.0404182,0,0,132
"133",659,33.7488,0.0439946,-0.00797291,0,0,133
"134",332,33.754,4.7754,0.056666,0,0,134
"135",554,33.7554,0.107565,0.00646202,0,0,135
"136",710,33.7601,0.521765,-0.0605432,0,0,136
"137",545,33.8216,0.00651517,-0.0494353,0,0,137
"138",244,33.84845,0.4640845,-0.01447624,0,0,138
"139",298,33.8586,1.070785,-0.00579252,0,0,139
"140",89,33.9502,0.233215,-0.0195646,0,0,140
"141",660,33.967,1.35595,-0.0155225,0,0,141
"142",145,33.9811,0.157585,0.0443091,0,0,142
"143",709,33.9904,0.0652605,0.0325633,0,0,143
"144",382,34.0082,0.844615,-0.0442448,0,0,144
"145",302,34.0128,1.87465,-0.0549208,0,0,145
"146",321,34.1099,1.68139,-0.00255095,0,0,146
"147",233,34.1222,4.54982,0.00191464,0,0,147
"148",471,34.1352,0.218046,0.0173183,0,0,148
"149",474,34.1603,3.00615,0.118835,0,0,149
"150",263,34.1662,0.0208005,0.0476871,0,0,150
"151",63,34.1676,0.207699,-0.00847562,0,0,151
